date,time,district,lat,lon,civ.race,civ.gender,civ.age,civ.injured,force_id,officer_id,month,civilian_race_short,hour
2015-04-06,2015-04-06T17:54:00Z,4,41.746876,-87.58938,BLACK,MALE,21,0,61632,5176,2015-04-01,civilian_black,17
2015-04-07,2015-04-07T16:02:00Z,4,41.750523,-87.58946,BLACK,MALE,21,0,61650,5176,2015-04-01,civilian_black,16
2015-04-17,2015-04-17T18:45:00Z,4,41.750473,-87.59425,BLACK,MALE,23,0,61818,5176,2015-04-01,civilian_black,18
2015-11-12,2015-11-12T21:06:00Z,4,41.750175,-87.59547,BLACK,MALE,36,0,65219,5176,2015-11-01,civilian_black,21
2015-11-20,2015-11-20T20:51:00Z,3,41.7605,-87.559235,BLACK,MALE,38,1,65327,5176,2015-11-01,civilian_black,20
2015-12-15,2015-12-15T21:30:00Z,3,41.7605,-87.559235,BLACK,MALE,50,0,65579,5176,2015-12-01,civilian_black,21
2015-07-31,2015-07-31T22:02:00Z,6,41.743084,-87.60137,BLACK,MALE,44,0,63613,5187,2015-07-01,civilian_black,22
2015-11-13,2015-11-13T22:34:00Z,6,41.74011,-87.67641,BLACK,MALE,33,1,65232,5187,2015-11-01,civilian_black,22
2012-02-20,2012-02-20T16:55:00Z,6,NA,NA,BLACK,FEMALE,44,0,44043,5199,2012-02-01,civilian_black,16
2012-11-28,2012-11-28T19:10:00Z,6,41.73337,-87.63067,BLACK,MALE,29,0,48676,5199,2012-11-01,civilian_black,19
2014-12-19,2014-12-19T22:42:00Z,4,41.73936,-87.58571,BLACK,MALE,36,1,60205,5203,2014-12-01,civilian_black,22
2015-05-10,2015-05-10T20:08:00Z,4,41.757168,-87.56718,BLACK,FEMALE,30,0,62136,5203,2015-05-01,civilian_black,20
2015-11-20,2015-11-20T22:31:00Z,3,41.760548,-87.59151,BLACK,MALE,58,0,65329,5203,2015-11-01,civilian_black,22
2015-12-11,2015-12-11T21:55:00Z,3,41.764816,-87.5863,BLACK,MALE,34,0,65534,5203,2015-12-01,civilian_black,21
2015-12-14,2015-12-14T16:37:00Z,3,41.770203,-87.617,BLACK,MALE,22,0,65565,5203,2015-12-01,civilian_black,16
2013-06-24,2013-06-24T20:55:00Z,17,41.965885,-87.72797,BLACK,MALE,26,1,51969,5226,2013-06-01,civilian_black,20
2015-03-12,2015-03-12T18:34:00Z,6,41.748486,-87.60759,BLACK,MALE,47,1,61272,5234,2015-03-01,civilian_black,18
2012-09-18,2012-09-18T22:50:00Z,2,41.83007,-87.61447,BLACK,MALE,25,0,47737,5237,2012-09-01,civilian_black,22
2015-06-22,2015-06-22T10:04:00Z,12,41.881073,-87.650856,BLACK,MALE,27,1,62880,5256,2015-06-01,civilian_black,10
2015-02-24,2015-02-24T01:13:00Z,7,41.7751,-87.65075,BLACK,MALE,23,0,61030,5282,2015-02-01,civilian_black,1
2015-03-15,2015-03-15T04:40:00Z,6,41.755104,-87.64902,BLACK,MALE,32,0,61313,5282,2015-03-01,civilian_black,4
2015-10-10,2015-10-10T05:25:00Z,7,41.76896,-87.663925,BLACK,MALE,27,0,64716,5282,2015-10-01,civilian_black,5
2015-11-09,2015-11-09T02:55:00Z,7,41.765995,-87.667496,BLACK,MALE,32,1,65186,5282,2015-11-01,civilian_black,2
2013-02-20,2013-02-20T07:45:00Z,11,41.895493,-87.713356,BLACK,MALE,47,0,49841,5285,2013-02-01,civilian_black,7
2014-02-19,2014-02-19T22:50:00Z,15,41.87752,-87.7588,BLACK,MALE,22,0,55312,5294,2014-02-01,civilian_black,22
2014-06-09,2014-06-09T23:05:00Z,15,41.877426,-87.75497,BLACK,MALE,28,0,57060,5294,2014-06-01,civilian_black,23
2014-08-01,2014-08-01T23:15:00Z,15,41.87561,-87.745094,BLACK,MALE,28,0,58093,5294,2014-08-01,civilian_black,23
2014-08-01,2014-08-01T22:15:00Z,15,41.87561,-87.745094,BLACK,MALE,29,1,58094,5294,2014-08-01,civilian_black,22
2014-10-12,2014-10-12T01:16:00Z,11,NA,NA,BLACK,MALE,23,0,59238,5294,2014-10-01,civilian_black,1
2014-10-26,2014-10-26T02:34:00Z,15,41.88024,-87.76896,BLACK,MALE,22,0,59471,5294,2014-10-01,civilian_black,2
2015-05-28,2015-05-28T03:09:00Z,15,41.88024,-87.76896,BLACK,MALE,25,0,62400,5294,2015-05-01,civilian_black,3
2012-01-04,2012-01-04T08:56:00Z,5,41.69713,-87.624725,BLACK,MALE,20,0,43344,5302,2012-01-01,civilian_black,8
2012-04-13,2012-04-13T11:08:00Z,3,41.780315,-87.6116,BLACK,MALE,35,0,44837,5302,2012-04-01,civilian_black,11
2012-06-14,2012-06-14T10:47:00Z,NA,NA,NA,BLACK,MALE,19,1,45933,5302,2012-06-01,civilian_black,10
2012-09-25,2012-09-25T12:00:00Z,3,NA,NA,BLACK,MALE,19,0,47810,5302,2012-09-01,civilian_black,12
2012-10-17,2012-10-17T13:43:00Z,3,41.76726,-87.57267,BLACK,MALE,55,0,48112,5302,2012-10-01,civilian_black,13
2013-04-23,2013-04-23T09:47:00Z,3,41.77059,-87.586266,BLACK,MALE,51,1,50786,5302,2013-04-01,civilian_black,9
2014-06-18,2014-06-18T17:32:00Z,11,41.894493,-87.72239,BLACK,MALE,36,1,57248,5312,2014-06-01,civilian_black,17
2014-06-20,2014-06-20T17:45:00Z,11,41.871735,-87.716835,BLACK,MALE,39,0,57288,5312,2014-06-01,civilian_black,17
2014-07-01,2014-07-01T21:27:00Z,10,NA,NA,BLACK,MALE,35,1,57488,5312,2014-07-01,civilian_black,21
2015-06-11,2015-06-11T18:27:00Z,11,41.89096,-87.72352,BLACK,MALE,19,0,62635,5312,2015-06-01,civilian_black,18
2015-06-28,2015-06-28T21:43:00Z,11,41.87246,-87.733986,BLACK,MALE,49,1,62997,5312,2015-06-01,civilian_black,21
2014-08-08,2014-08-08T17:47:00Z,25,41.917004,-87.721664,HISPANIC,MALE,24,0,58243,5316,2014-08-01,civilian_hisp,17
2016-01-01,2016-01-01T16:13:00Z,25,NA,NA,BLACK,MALE,47,1,65759,5316,2016-01-01,civilian_black,16
2015-10-22,2015-10-22T19:25:00Z,18,41.89666,-87.629944,BLACK,FEMALE,34,1,64948,5336,2015-10-01,civilian_black,19
2015-04-09,2015-04-09T18:23:00Z,24,41.99403,-87.67015,BLACK,MALE,23,0,61684,5354,2015-04-01,civilian_black,18
2014-07-01,2014-07-01T22:33:00Z,16,41.987762,-87.77365,HISPANIC,MALE,48,1,57492,5361,2014-07-01,civilian_hisp,22
2013-01-23,2013-01-23T17:25:00Z,3,41.767395,-87.5788,BLACK,FEMALE,32,0,49455,5376,2013-01-01,civilian_black,17
2014-05-31,2014-05-31T06:20:00Z,14,41.92078,-87.6973,BLACK,FEMALE,19,0,56832,5382,2014-05-01,civilian_black,6
2014-07-18,2014-07-18T00:30:00Z,14,41.916645,-87.69108,WHITE,MALE,26,0,57836,5382,2014-07-01,civilian_white,0
2012-01-24,2012-01-24T03:35:00Z,13,NA,NA,WHITE,MALE,32,1,43597,5385,2012-01-01,civilian_white,3
2014-10-02,2014-10-02T02:30:00Z,12,NA,NA,WHITE,MALE,32,1,59107,5385,2014-10-01,civilian_white,2
2015-03-07,2015-03-07T00:09:00Z,11,41.89367,-87.7128,BLACK,MALE,52,0,61181,5385,2015-03-01,civilian_black,0
2014-07-16,2014-07-16T20:30:00Z,10,NA,NA,WHITE,MALE,53,0,57820,5387,2014-07-01,civilian_white,20
2014-07-29,2014-07-29T20:50:00Z,10,41.85501,-87.726364,HISPANIC,MALE,39,0,58059,5387,2014-07-01,civilian_hisp,20
2012-01-24,2012-01-24T10:40:00Z,7,NA,NA,BLACK,MALE,21,0,43603,5391,2012-01-01,civilian_black,10
2012-11-06,2012-11-06T08:00:00Z,7,41.769127,-87.62715,BLACK,MALE,29,0,48366,5391,2012-11-01,civilian_black,8
2013-03-09,2013-03-09T10:32:00Z,7,41.782227,-87.66185,BLACK,MALE,24,0,50078,5391,2013-03-01,civilian_black,10
2014-04-20,2014-04-20T08:00:00Z,7,41.75866,-87.6559,BLACK,MALE,18,0,56162,5391,2014-04-01,civilian_black,8
2015-06-01,2015-06-01T09:42:00Z,7,41.77953,-87.66084,BLACK,MALE,29,1,62471,5391,2015-06-01,civilian_black,9
2013-01-13,2013-01-13T16:50:00Z,18,41.909910000000004,-87.651085,HISPANIC,FEMALE,30,0,49332,5398,2013-01-01,civilian_hisp,16
2014-06-01,2014-06-01T20:37:00Z,18,41.891663,-87.62886,HISPANIC,MALE,25,1,56884,5398,2014-06-01,civilian_hisp,20
2012-07-12,2012-07-12T22:36:00Z,17,41.984028,-87.71379,HISPANIC,MALE,24,0,46487,5401,2012-07-01,civilian_hisp,22
2013-12-10,2013-12-10T23:30:00Z,17,41.971207,-87.70734,HISPANIC,MALE,24,0,54528,5401,2013-12-01,civilian_hisp,23
2012-10-08,2012-10-08T17:45:00Z,8,41.80672,-87.726006,WHITE,MALE,24,0,48004,5425,2012-10-01,civilian_white,17
2013-08-26,2013-08-26T21:40:00Z,8,41.79424,-87.77578,HISPANIC,MALE,26,0,53061,5425,2013-08-01,civilian_hisp,21
2013-08-26,2013-08-26T21:24:00Z,8,41.79424,-87.77578,HISPANIC,MALE,23,0,53062,5425,2013-08-01,civilian_hisp,21
2012-12-15,2012-12-15T15:30:00Z,1,41.874367,-87.643166,BLACK,MALE,36,0,48920,5428,2012-12-01,civilian_black,15
2012-05-27,2012-05-27T12:41:00Z,6,41.739426,-87.60127,BLACK,MALE,43,0,45645,5433,2012-05-01,civilian_black,12
2012-08-21,2012-08-21T08:55:00Z,6,41.748528,-87.60517,BLACK,MALE,24,0,47248,5433,2012-08-01,civilian_black,8
2014-04-12,2014-04-12T11:04:00Z,7,41.764893,-87.66565,BLACK,MALE,35,0,56003,5433,2014-04-01,civilian_black,11
2014-06-17,2014-06-17T12:25:00Z,6,41.7217485,-87.623675,BLACK,MALE,21,0,57222,5433,2014-06-01,civilian_black,12
2016-01-01,2016-01-01T02:28:00Z,19,41.939423,-87.658966,BLACK,MALE,22,0,65749,5433,2016-01-01,civilian_black,2
2014-03-21,2014-03-21T18:05:00Z,22,41.73463,-87.66304,BLACK,MALE,20,0,55680,5435,2014-03-01,civilian_black,18
2014-05-19,2014-05-19T17:40:00Z,22,41.73344,-87.6399,BLACK,MALE,19,0,56669,5435,2014-05-01,civilian_black,17
2015-09-26,2015-09-26T13:30:00Z,22,41.695503,-87.67092,BLACK,MALE,30,0,64488,5435,2015-09-01,civilian_black,13
2012-05-20,2012-05-20T02:55:00Z,8,41.77631,-87.69698,BLACK,MALE,36,0,45487,5448,2012-05-01,civilian_black,2
2015-12-10,2015-12-10T16:58:00Z,11,41.90158,-87.721405,BLACK,MALE,32,0,65528,5455,2015-12-01,civilian_black,16
2015-08-01,2015-08-01T02:45:00Z,1,NA,NA,BLACK,FEMALE,22,0,63615,5468,2015-08-01,civilian_black,2
2015-09-24,2015-09-24T02:30:00Z,1,41.874474,-87.62768,BLACK,MALE,21,0,64442,5468,2015-09-01,civilian_black,2
2012-04-16,2012-04-16T16:26:00Z,11,NA,NA,BLACK,MALE,46,0,44909,5481,2012-04-01,civilian_black,16
2012-05-03,2012-05-03T15:44:00Z,11,41.871807,-87.71196,BLACK,MALE,21,1,45184,5481,2012-05-01,civilian_black,15
2012-01-15,2012-01-15T05:54:00Z,6,41.75011,-87.60642,BLACK,MALE,28,1,43492,5492,2012-01-01,civilian_black,5
2012-07-11,2012-07-11T23:44:00Z,6,NA,NA,BLACK,MALE,19,0,46464,5492,2012-07-01,civilian_black,23
2012-10-02,2012-10-02T19:53:00Z,6,41.74579,-87.66333,BLACK,MALE,32,1,47915,5492,2012-10-01,civilian_black,19
2012-11-08,2012-11-08T16:35:00Z,6,41.7449,-87.60259,BLACK,MALE,37,0,48400,5492,2012-11-01,civilian_black,16
2013-04-13,2013-04-13T00:10:00Z,6,41.733448,-87.63188,BLACK,MALE,30,0,50647,5492,2013-04-01,civilian_black,0
2014-04-05,2014-04-05T21:45:00Z,6,41.756054,-87.6553,BLACK,MALE,45,1,55866,5492,2014-04-01,civilian_black,21
2013-04-07,2013-04-07T23:52:00Z,12,41.88292,-87.66127,BLACK,MALE,29,0,50572,5497,2013-04-01,civilian_black,23
2014-08-30,2014-08-30T19:55:00Z,12,NA,NA,BLACK,MALE,29,0,58654,5497,2014-08-01,civilian_black,19
2014-08-30,2014-08-30T20:08:00Z,12,NA,NA,BLACK,FEMALE,30,0,58651,5497,2014-08-01,civilian_black,20
2015-07-18,2015-07-18T22:53:00Z,12,41.862133,-87.657524,BLACK,MALE,24,0,63368,5497,2015-07-01,civilian_black,22
2015-07-18,2015-07-18T22:35:00Z,12,NA,NA,BLACK,MALE,24,0,63370,5497,2015-07-01,civilian_black,22
2012-05-04,2012-05-04T21:33:00Z,7,41.766228,-87.63596,BLACK,MALE,26,0,45213,5518,2012-05-01,civilian_black,21
2012-07-16,2012-07-16T15:25:00Z,7,41.7637,-87.66986,BLACK,FEMALE,20,0,46555,5518,2012-07-01,civilian_black,15
2013-11-16,2013-11-16T00:00:00Z,11,NA,NA,BLACK,FEMALE,22,1,54203,5518,2013-11-01,civilian_black,0
2014-09-02,2014-09-02T18:14:00Z,8,41.786465,-87.69034,HISPANIC,MALE,21,0,58694,5518,2014-09-01,civilian_hisp,18
2014-06-22,2014-06-22T21:30:00Z,7,41.769608,-87.65303,BLACK,MALE,18,0,57331,5524,2014-06-01,civilian_black,21
2014-07-04,2014-07-04T23:10:00Z,7,41.78936,-87.672966,BLACK,MALE,24,0,57574,5524,2014-07-01,civilian_black,23
2014-08-05,2014-08-05T21:50:00Z,7,41.778656,-87.6557,BLACK,MALE,27,1,58195,5524,2014-08-01,civilian_black,21
2014-10-21,2014-10-21T19:12:00Z,7,41.7825,-87.64339,BLACK,FEMALE,25,0,59410,5524,2014-10-01,civilian_black,19
2015-06-28,2015-06-28T19:21:00Z,7,41.77238,-87.65133,BLACK,MALE,23,0,62988,5524,2015-06-01,civilian_black,19
2015-07-13,2015-07-13T20:43:00Z,7,41.76486,-87.6693,BLACK,MALE,24,1,63284,5524,2015-07-01,civilian_black,20
2015-07-25,2015-07-25T19:41:00Z,7,41.776936,-87.64958,BLACK,MALE,NA,1,63511,5524,2015-07-01,civilian_black,19
2015-08-06,2015-08-06T22:22:00Z,7,41.77953,-87.66084,BLACK,MALE,42,1,63712,5524,2015-08-01,civilian_black,22
2013-03-16,2013-03-16T04:50:00Z,25,41.918503,-87.76437,HISPANIC,FEMALE,23,0,50176,5534,2013-03-01,civilian_hisp,4
2015-01-19,2015-01-19T14:48:00Z,3,NA,NA,BLACK,MALE,32,0,60603,5544,2015-01-01,civilian_black,14
2012-08-23,2012-08-23T20:40:00Z,9,NA,NA,BLACK,MALE,41,0,47284,5551,2012-08-01,civilian_black,20
2013-06-02,2013-06-02T00:26:00Z,1,41.885742,-87.632935,BLACK,MALE,22,1,51554,5564,2013-06-01,civilian_black,0
2012-05-17,2012-05-17T11:08:00Z,24,42.007893,-87.66702,BLACK,MALE,21,0,45425,5587,2012-05-01,civilian_black,11
2013-02-02,2013-02-02T08:05:00Z,24,41.99929,-87.67103,BLACK,MALE,26,0,49571,5594,2013-02-01,civilian_black,8
2015-01-27,2015-01-27T01:20:00Z,3,41.76667,-87.60562,BLACK,FEMALE,19,0,60688,5601,2015-01-01,civilian_black,1
2013-09-20,2013-09-20T21:12:00Z,2,41.808388,-87.62119,BLACK,MALE,31,0,53443,5626,2013-09-01,civilian_black,21
2014-08-12,2014-08-12T16:30:00Z,2,41.80945,-87.61257,BLACK,MALE,49,0,58327,5626,2014-08-01,civilian_black,16
2014-05-12,2014-05-12T11:10:00Z,17,41.97576,-87.707634,HISPANIC,MALE,29,0,56519,5644,2014-05-01,civilian_hisp,11
2013-03-11,2013-03-11T00:12:00Z,12,41.877735,-87.66069,BLACK,MALE,35,1,50106,5656,2013-03-01,civilian_black,0
2014-09-15,2014-09-15T00:50:00Z,1,NA,NA,BLACK,MALE,35,1,58871,5656,2014-09-01,civilian_black,0
2014-09-15,2014-09-15T00:50:00Z,1,NA,NA,BLACK,MALE,35,1,58872,5656,2014-09-01,civilian_black,0
2015-03-13,2015-03-13T22:55:00Z,12,NA,NA,HISPANIC,MALE,28,0,61290,5656,2015-03-01,civilian_hisp,22
2012-11-15,2012-11-15T02:17:00Z,9,41.816414,-87.69569,WHITE,FEMALE,36,0,48474,5657,2012-11-01,civilian_white,2
2015-07-29,2015-07-29T10:16:00Z,14,NA,NA,WHITE,MALE,60,1,63561,5665,2015-07-01,civilian_white,10
2015-06-06,2015-06-06T17:57:00Z,25,41.922604,-87.73131,BLACK,FEMALE,21,0,62554,5684,2015-06-01,civilian_black,17
2015-08-14,2015-08-14T16:28:00Z,25,41.92396,-87.767586,BLACK,MALE,62,0,63823,5684,2015-08-01,civilian_black,16
2014-11-15,2014-11-15T00:55:00Z,6,41.749535,-87.59852,BLACK,MALE,28,0,59766,5688,2014-11-01,civilian_black,0
2012-02-17,2012-02-17T16:50:00Z,9,41.80022,-87.669624,BLACK,MALE,18,0,43975,5692,2012-02-01,civilian_black,16
2012-05-18,2012-05-18T17:42:00Z,9,41.835255,-87.65255,HISPANIC,FEMALE,47,0,45443,5692,2012-05-01,civilian_hisp,17
2012-07-04,2012-07-04T20:52:00Z,9,41.838085,-87.64345,WHITE,MALE,28,0,46303,5692,2012-07-01,civilian_white,20
2013-01-02,2013-01-02T18:19:00Z,9,41.83855,-87.66125,HISPANIC,MALE,29,1,49183,5692,2013-01-01,civilian_hisp,18
2013-09-22,2013-09-22T21:11:00Z,9,41.839123,-87.65347,WHITE,MALE,18,0,53475,5692,2013-09-01,civilian_white,21
2015-10-12,2015-10-12T18:10:00Z,9,41.837017,-87.64382,BLACK,MALE,27,0,64778,5692,2015-10-01,civilian_black,18
2014-12-02,2014-12-02T18:40:00Z,25,41.933083,-87.71967,HISPANIC,MALE,18,0,59971,5697,2014-12-01,civilian_hisp,18
2015-06-30,2015-06-30T16:05:00Z,15,41.901028,-87.763794,BLACK,MALE,24,0,63029,5697,2015-06-01,civilian_black,16
2015-07-12,2015-07-12T17:07:00Z,25,41.909523,-87.754616,BLACK,FEMALE,27,0,63265,5697,2015-07-01,civilian_black,17
2015-08-04,2015-08-04T21:47:00Z,25,41.910496,-87.75006,BLACK,MALE,20,1,63670,5697,2015-08-01,civilian_black,21
2015-05-25,2015-05-25T16:35:00Z,1,41.86222,-87.63909,BLACK,MALE,25,0,62355,5712,2015-05-01,civilian_black,16
2013-06-26,2013-06-26T00:10:00Z,22,41.725773,-87.661575,BLACK,MALE,23,1,52002,5717,2013-06-01,civilian_black,0
2013-06-26,2013-06-26T00:15:00Z,22,41.725773,-87.661575,BLACK,MALE,44,0,52003,5717,2013-06-01,civilian_black,0
2014-02-09,2014-02-09T02:10:00Z,22,41.70691,-87.64444,BLACK,MALE,25,0,55146,5717,2014-02-01,civilian_black,2
2014-08-02,2014-08-02T22:59:00Z,22,41.72956,-87.63857,BLACK,MALE,43,0,58118,5717,2014-08-01,civilian_black,22
2015-02-28,2015-02-28T03:36:00Z,22,41.734043,-87.65846,BLACK,MALE,22,0,61086,5717,2015-02-01,civilian_black,3
2013-09-23,2013-09-23T15:53:00Z,15,NA,NA,BLACK,FEMALE,47,0,53486,5725,2013-09-01,civilian_black,15
2014-10-04,2014-10-04T15:58:00Z,11,41.883152,-87.74389,BLACK,MALE,28,0,59139,5725,2014-10-01,civilian_black,15
2015-01-15,2015-01-15T16:26:00Z,15,41.897957,-87.74833,HISPANIC,MALE,40,0,60533,5725,2015-01-01,civilian_hisp,16
2013-05-23,2013-05-23T01:22:00Z,9,41.800888,-87.63396,BLACK,MALE,44,0,51360,5727,2013-05-01,civilian_black,1
2013-05-23,2013-05-23T01:22:00Z,9,41.800888,-87.63396,BLACK,MALE,29,0,51361,5727,2013-05-01,civilian_black,1
2014-01-12,2014-01-12T01:06:00Z,9,41.82325,-87.70197,HISPANIC,MALE,24,1,54838,5727,2014-01-01,civilian_hisp,1
2014-04-12,2014-04-12T02:53:00Z,9,41.82092,-87.698326,HISPANIC,MALE,22,0,56000,5727,2014-04-01,civilian_hisp,2
2015-07-20,2015-07-20T01:12:00Z,9,41.82325,-87.70197,HISPANIC,MALE,26,1,63400,5727,2015-07-01,civilian_hisp,1
2013-07-02,2013-07-02T18:10:00Z,4,41.731316,-87.54433,BLACK,MALE,57,1,52129,5731,2013-07-01,civilian_black,18
2014-04-07,2014-04-07T18:03:00Z,9,41.802917,-87.688354,HISPANIC,MALE,21,1,55926,5734,2014-04-01,civilian_hisp,18
2013-06-14,2013-06-14T02:15:00Z,6,41.757175,-87.62152,BLACK,MALE,35,0,51756,5735,2013-06-01,civilian_black,2
2015-06-21,2015-06-21T22:50:00Z,6,41.7571,-87.637314,BLACK,MALE,37,0,62862,5735,2015-06-01,civilian_black,22
2015-09-20,2015-09-20T18:40:00Z,6,41.742912,-87.6341,BLACK,MALE,22,0,64377,5736,2015-09-01,civilian_black,18
2012-05-09,2012-05-09T16:00:00Z,25,41.918503,-87.76437,BLACK,FEMALE,27,1,45306,5747,2012-05-01,civilian_black,16
2013-01-23,2013-01-23T09:01:00Z,25,NA,NA,BLACK,MALE,42,0,49450,5747,2013-01-01,civilian_black,9
2014-05-29,2014-05-29T09:41:00Z,24,42.007923,-87.66559,BLACK,MALE,26,0,56800,5748,2014-05-01,civilian_black,9
2014-08-01,2014-08-01T12:43:00Z,24,NA,NA,BLACK,FEMALE,46,0,58084,5748,2014-08-01,civilian_black,12
2012-07-01,2012-07-01T03:38:00Z,8,41.786427,-87.69277,HISPANIC,MALE,25,1,46244,5754,2012-07-01,civilian_hisp,3
2012-07-11,2012-07-11T23:40:00Z,8,41.782486,-87.71171,HISPANIC,MALE,20,0,46463,5754,2012-07-01,civilian_hisp,23
2012-12-16,2012-12-16T00:28:00Z,8,41.781487,-87.72285,HISPANIC,MALE,39,0,48927,5754,2012-12-01,civilian_hisp,0
2013-07-17,2013-07-17T23:28:00Z,8,41.78654,-87.68557,HISPANIC,MALE,22,1,52363,5754,2013-07-01,civilian_hisp,23
2013-08-24,2013-08-24T00:55:00Z,7,41.78936,-87.672966,BLACK,MALE,39,0,52983,5754,2013-08-01,civilian_black,0
2013-09-18,2013-09-18T02:23:00Z,8,41.780025,-87.736244,BLACK,MALE,26,0,53415,5754,2013-09-01,civilian_black,2
2014-01-08,2014-01-08T01:57:00Z,8,41.78695,-87.71688,HISPANIC,MALE,29,0,54795,5754,2014-01-01,civilian_hisp,1
2014-04-03,2014-04-03T01:03:00Z,8,41.776855,-87.7212,HISPANIC,MALE,20,1,55847,5754,2014-04-01,civilian_hisp,1
2014-04-09,2014-04-09T00:18:00Z,8,41.778877,-87.70922,HISPANIC,MALE,24,0,55933,5754,2014-04-01,civilian_hisp,0
2012-05-22,2012-05-22T11:15:00Z,8,41.81171,-87.74817,BLACK,MALE,24,0,45550,5763,2012-05-01,civilian_black,11
2012-07-24,2012-07-24T13:45:00Z,7,41.76949,-87.63727,BLACK,MALE,39,0,46710,5763,2012-07-01,civilian_black,13
2012-08-11,2012-08-11T18:44:00Z,10,41.859283,-87.723755,BLACK,MALE,22,1,47067,5767,2012-08-01,civilian_black,18
2012-09-01,2012-09-01T23:12:00Z,8,41.79107,-87.68641,HISPANIC,MALE,18,0,47444,5770,2012-09-01,civilian_hisp,23
2015-01-10,2015-01-10T23:55:00Z,8,41.791157,-87.7891,HISPANIC,MALE,28,1,60475,5770,2015-01-01,civilian_hisp,23
2014-02-21,2014-02-21T22:59:00Z,7,41.759132,-87.62964,BLACK,MALE,33,1,55337,5775,2014-02-01,civilian_black,22
2014-03-11,2014-03-11T22:47:00Z,7,41.76265,-87.63216,BLACK,MALE,26,1,55550,5775,2014-03-01,civilian_black,22
2014-07-04,2014-07-04T04:15:00Z,7,41.758957,-87.631,BLACK,MALE,23,1,57550,5775,2014-07-01,civilian_black,4
2015-04-21,2015-04-21T17:40:00Z,7,41.77851,-87.64962,BLACK,MALE,18,1,61887,5775,2015-04-01,civilian_black,17
2015-08-15,2015-08-15T17:42:00Z,7,41.767483,-87.65904,BLACK,MALE,24,0,63843,5775,2015-08-01,civilian_black,17
2015-10-14,2015-10-14T22:50:00Z,7,NA,NA,BLACK,FEMALE,20,0,64824,5775,2015-10-01,civilian_black,22
2012-03-30,2012-03-30T23:15:00Z,16,41.969933,-87.76455,HISPANIC,MALE,18,0,44656,5778,2012-03-01,civilian_hisp,23
2013-11-03,2013-11-03T23:32:00Z,16,NA,NA,HISPANIC,MALE,27,0,54046,5778,2013-11-01,civilian_hisp,23
2013-11-03,2013-11-03T23:32:00Z,16,NA,NA,HISPANIC,MALE,20,0,54047,5778,2013-11-01,civilian_hisp,23
2014-10-24,2014-10-24T03:15:00Z,18,41.922886,-87.645195,BLACK,MALE,22,0,59437,5778,2014-10-01,civilian_black,3
2015-08-12,2015-08-12T01:40:00Z,18,41.896553,-87.63755,BLACK,FEMALE,27,0,63787,5778,2015-08-01,civilian_black,1
2013-08-14,2013-08-14T17:55:00Z,25,41.92293,-87.75981,HISPANIC,MALE,18,0,52815,5786,2013-08-01,civilian_hisp,17
2013-12-27,2013-12-27T15:50:00Z,25,41.919506,-87.76985,BLACK,FEMALE,32,0,54677,5786,2013-12-01,civilian_black,15
2015-02-05,2015-02-05T15:39:00Z,25,41.90416,-87.7227,BLACK,MALE,22,1,60791,5786,2015-02-01,civilian_black,15
2015-03-18,2015-03-18T16:50:00Z,25,41.902317,-87.74967,BLACK,MALE,46,0,61350,5786,2015-03-01,civilian_black,16
2015-08-04,2015-08-04T21:47:00Z,25,41.910496,-87.75006,BLACK,MALE,20,1,63684,5786,2015-08-01,civilian_black,21
2015-08-04,2015-08-04T21:47:00Z,25,41.910496,-87.75006,BLACK,MALE,29,0,63686,5786,2015-08-01,civilian_black,21
2014-07-01,2014-07-01T21:25:00Z,11,41.872746,-87.70956,BLACK,MALE,20,0,57493,5790,2014-07-01,civilian_black,21
2014-07-01,2014-07-01T21:25:00Z,11,41.872746,-87.70956,BLACK,MALE,27,0,57494,5790,2014-07-01,civilian_black,21
2015-05-09,2015-05-09T16:50:00Z,11,NA,NA,BLACK,MALE,23,0,62118,5790,2015-05-01,civilian_black,16
2014-09-01,2014-09-01T22:34:00Z,6,41.755123,-87.647804,BLACK,MALE,32,0,58685,5817,2014-09-01,civilian_black,22
2014-11-18,2014-11-18T02:05:00Z,6,41.750443,-87.658,BLACK,MALE,43,0,59809,5817,2014-11-01,civilian_black,2
2014-12-07,2014-12-07T04:45:00Z,6,41.75683,-87.64177,BLACK,MALE,22,0,60048,5817,2014-12-01,civilian_black,4
2015-04-06,2015-04-06T01:14:00Z,6,41.75659,-87.673325,BLACK,MALE,31,0,61623,5817,2015-04-01,civilian_black,1
2012-05-19,2012-05-19T01:09:00Z,15,NA,NA,BLACK,MALE,26,0,45450,5825,2012-05-01,civilian_black,1
2015-01-31,2015-01-31T00:10:00Z,20,41.969143,-87.651276,HISPANIC,MALE,40,1,60735,5831,2015-01-01,civilian_hisp,0
2014-12-06,2014-12-06T22:49:00Z,9,41.807632,-87.658875,HISPANIC,MALE,22,1,60042,5834,2014-12-01,civilian_hisp,22
2015-03-20,2015-03-20T17:43:00Z,9,41.799725,-87.649315,BLACK,MALE,19,0,61376,5834,2015-03-01,civilian_black,17
2015-04-11,2015-04-11T22:40:00Z,7,NA,NA,BLACK,MALE,18,0,61730,5834,2015-04-01,civilian_black,22
2015-06-01,2015-06-01T16:47:00Z,9,41.79635,-87.69755,WHITE,MALE,42,1,62480,5834,2015-06-01,civilian_white,16
